0,-0.06212
0.0005,-0.060475
0.001,-0.073305
0.0015,-0.083174
0.002,-0.071989
0.0025,-0.044355
0.003,-0.014419
0.0035,0.0082805
0.004,0.051376
0.0045,0.12441
0.005,0.18823
0.0055,0.21784
0.006,0.22705
0.0065,0.21488
0.007,0.17803
0.0075,0.12572
0.008,0.077694
0.0085,0.034269
0.009,-0.012116
0.0095,-0.062778
0.01,-0.10883
0.0105,-0.14436
0.011,-0.1664
0.0115,-0.16936
0.012,-0.16081
0.0125,-0.14798
0.013,-0.14601
0.0135,-0.14338
0.014,-0.11903
0.0145,-0.090411
0.015,-0.076265
0.0155,-0.061791
0.016,-0.041394
0.0165,-0.016721
0.017,-0.00027255
0.0175,0.015847
0.018,0.041836
0.0185,0.062561
0.019,0.069798
0.0195,0.071114
0.02,0.06618
0.0205,0.05335
0.021,0.046112
0.0215,0.040849
0.022,0.013873
0.0225,-0.01705
0.023,-0.043368
0.0235,-0.066067
0.024,-0.070015
0.0245,-0.057185
0.025,-0.031525
0.0255,-0.0025755
0.026,0.017492
0.0265,0.026703
0.027,0.02769
0.0275,0.026374
0.028,0.025716
0.0285,0.019136
0.029,0.013215
0.0295,0.010254
0.03,0.00071445
0.0305,-0.0042205
0.031,0.00038545
0.0315,0.013544
0.032,0.015518
0.0325,0.0046625
0.033,0.0089385
0.0335,0.029993
0.034,0.041836
0.0345,0.047428
0.035,0.061574
0.0355,0.06289
0.036,0.056968
0.0365,0.065851
0.037,0.06289
0.0375,0.041836
0.038,0.031308
0.0385,0.035585
0.039,0.067824
0.0395,0.1379
0.04,0.1675
0.0405,0.13132
0.041,0.10434
0.0415,0.11355
0.042,0.12178
0.0425,0.10533
0.043,0.073088
0.0435,0.016176
0.044,-0.059159
0.0445,-0.10916
0.045,-0.11541
0.0455,-0.10028
0.046,-0.090082
0.0465,-0.099622
0.047,-0.11837
0.0475,-0.11245
0.048,-0.080871
0.0485,-0.053895
0.049,-0.036131
0.0495,-0.021985
0.05,-0.013103
0.0505,-0.015406
0.051,-0.028893
0.0515,-0.051922
0.052,-0.075608
0.0525,-0.087779
0.053,-0.093043
0.0535,-0.095346
0.054,-0.095675
0.0545,-0.086793
0.055,-0.069357
0.0555,-0.050935
0.056,-0.041394
0.0565,-0.024288
0.057,-0.00060155
0.0575,0.013215
0.058,0.015847
0.0585,0.012886
0.059,0.016505
0.0595,0.025716
0.06,0.021768
0.0605,-0.0012595
0.061,-0.026262
0.0615,-0.030867
0.062,-0.019353
0.0625,-0.0061935
0.063,0.01157
0.0635,0.015847
0.064,-0.0015885
0.0645,-0.015406
0.065,0.020123
0.0655,0.11421
0.066,0.21356
0.0665,0.29284
0.067,0.33758
0.0675,0.3491
0.068,0.33824
0.0685,0.30633
0.069,0.25929
0.0695,0.18527
0.07,0.08855
0.0705,-0.038105
0.071,-0.16805
0.0715,-0.25391
0.072,-0.2845
0.0725,-0.28483
0.073,-0.26838
0.0735,-0.24996
0.074,-0.24733
0.0745,-0.23911
0.075,-0.20785
0.0755,-0.17101
0.076,-0.13877
0.0765,-0.11015
0.077,-0.081529
0.0775,-0.061133
0.078,-0.04271
0.0785,-0.025604
0.079,-0.016064
0.0795,-0.012774
0.08,-0.0055355
0.0805,0.020123
0.081,0.052363
0.0815,0.074733
0.082,0.091181
0.0825,0.097103
0.083,0.099077
0.0835,0.10533
0.084,0.11322
0.0845,0.11487
0.085,0.10467
0.0855,0.074404
0.086,0.031308
0.0865,0.0010435
0.087,-0.020998
0.0875,-0.047316
0.088,-0.061791
0.0885,-0.053566
0.089,-0.046658
0.0895,-0.071331
0.09,-0.086464
0.0905,-0.077581
0.091,-0.071331
0.0915,-0.063107
0.092,-0.0068515
0.0925,0.048086
0.093,0.040191
0.0935,0.011241
0.094,0.011241
0.0945,0.042822
0.095,0.075391
0.0955,0.07868
0.096,0.043809
0.0965,-0.00060155
0.097,-0.0022465
0.0975,0.03394
0.098,0.091839
0.0985,0.13362
0.099,0.12836
0.0995,0.10467
0.1,0.10566
